date,trust,dept,beds,patients,source_file,nurses_min_needed
2025-03-01,Frimley Health NHS Foundation Trust,G&A Adult,1210,1129,Beds Situation Report March 2025.csv,226
2024-12-01,Frimley Health NHS Foundation Trust,G&A Paediatric,57,38,Dec 2024 Beds Sitrep Data.csv,10
2025-01-01,Frimley Health NHS Foundation Trust,G&A Paediatric,54,36,Beds Sitrep Data Jan 2025.csv,9
2025-02-01,Frimley Health NHS Foundation Trust,G&A Paediatric,53,34,Beds Sitrep Data Feb 2025.csv,9
2025-03-01,Frimley Health NHS Foundation Trust,G&A Paediatric,57,31,Beds Situation Report March 2025.csv,8
2024-10-01,GATESHEAD HEALTH NHS FOUNDATION TRUST,Critical Care Adult,13,9,October 2024 Beds Sitrep Data.csv,5
2024-11-01,GATESHEAD HEALTH NHS FOUNDATION TRUST,Critical Care Adult,12,8,Beds Sitrep Data Nov 2024.csv,4
2024-10-01,GATESHEAD HEALTH NHS FOUNDATION TRUST,G&A Adult,464,448,October 2024 Beds Sitrep Data.csv,90
2024-11-01,GATESHEAD HEALTH NHS FOUNDATION TRUST,G&A Adult,454,435,Beds Sitrep Data Nov 2024.csv,87
2024-10-01,GATESHEAD HEALTH NHS FOUNDATION TRUST,G&A Paediatric,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,GATESHEAD HEALTH NHS FOUNDATION TRUST,G&A Paediatric,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,GEORGE ELIOT HOSPITAL NHS TRUST,Critical Care Adult,8,7,October 2024 Beds Sitrep Data.csv,4
2024-11-01,GEORGE ELIOT HOSPITAL NHS TRUST,Critical Care Adult,8,7,Beds Sitrep Data Nov 2024.csv,4
2024-10-01,GEORGE ELIOT HOSPITAL NHS TRUST,G&A Adult,402,398,October 2024 Beds Sitrep Data.csv,80
2024-11-01,GEORGE ELIOT HOSPITAL NHS TRUST,G&A Adult,389,382,Beds Sitrep Data Nov 2024.csv,77
2024-10-01,GEORGE ELIOT HOSPITAL NHS TRUST,G&A Paediatric,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,GEORGE ELIOT HOSPITAL NHS TRUST,G&A Paediatric,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,25,16,October 2024 Beds Sitrep Data.csv,8
2024-11-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,25,16,Beds Sitrep Data Nov 2024.csv,8
2024-10-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Adult,808,749,October 2024 Beds Sitrep Data.csv,150
2024-11-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Adult,798,742,Beds Sitrep Data Nov 2024.csv,149
2024-10-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,60,28,October 2024 Beds Sitrep Data.csv,7
2024-11-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,60,37,Beds Sitrep Data Nov 2024.csv,10
2024-10-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,Critical Care Adult,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,Critical Care Adult,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,G&A Adult,0,0,October 2024 Beds Sitrep Data.csv,0
2024-11-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,G&A Adult,0,0,Beds Sitrep Data Nov 2024.csv,0
2024-10-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,G&A Paediatric,243,192,October 2024 Beds Sitrep Data.csv,48
2024-11-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,G&A Paediatric,250,194,Beds Sitrep Data Nov 2024.csv,49
2024-10-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,12,9,October 2024 Beds Sitrep Data.csv,5
2024-11-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,12,9,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,G&A Adult,512,506,October 2024 Beds Sitrep Data.csv,102
2024-11-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,G&A Adult,521,513,Beds Sitrep Data Nov 2024.csv,103
2024-10-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,35,28,October 2024 Beds Sitrep Data.csv,7
2024-11-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,35,24,Beds Sitrep Data Nov 2024.csv,6
2024-10-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Critical Care Adult,80,77,October 2024 Beds Sitrep Data.csv,39
2024-11-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Critical Care Adult,164,156,Beds Sitrep Data Nov 2024.csv,78
2024-10-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,G&A Adult,841,770,October 2024 Beds Sitrep Data.csv,154
2024-11-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,G&A Adult,1076,992,Beds Sitrep Data Nov 2024.csv,199
2024-10-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,G&A Paediatric,120,80,October 2024 Beds Sitrep Data.csv,20
2024-11-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,G&A Paediatric,120,84,Beds Sitrep Data Nov 2024.csv,21
2024-12-01,Gateshead Health NHS Foundation Trust,Critical Care Adult,12,9,Dec 2024 Beds Sitrep Data.csv,5
2025-01-01,Gateshead Health NHS Foundation Trust,Critical Care Adult,12,9,Beds Sitrep Data Jan 2025.csv,5
2025-02-01,Gateshead Health NHS Foundation Trust,Critical Care Adult,12,6,Beds Sitrep Data Feb 2025.csv,3
2025-03-01,Gateshead Health NHS Foundation Trust,Critical Care Adult,12,9,Beds Situation Report March 2025.csv,5
2024-12-01,Gateshead Health NHS Foundation Trust,G&A Adult,476,456,Dec 2024 Beds Sitrep Data.csv,92
2025-01-01,Gateshead Health NHS Foundation Trust,G&A Adult,476,455,Beds Sitrep Data Jan 2025.csv,91
2025-02-01,Gateshead Health NHS Foundation Trust,G&A Adult,453,429,Beds Sitrep Data Feb 2025.csv,86
2025-03-01,Gateshead Health NHS Foundation Trust,G&A Adult,463,432,Beds Situation Report March 2025.csv,87
2024-12-01,Gateshead Health NHS Foundation Trust,G&A Paediatric,0,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,Gateshead Health NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,Gateshead Health NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,Gateshead Health NHS Foundation Trust,G&A Paediatric,0,0,Beds Situation Report March 2025.csv,0
2024-12-01,George Eliot Hospital NHS Trust,Critical Care Adult,8,6,Dec 2024 Beds Sitrep Data.csv,3
2025-01-01,George Eliot Hospital NHS Trust,Critical Care Adult,8,6,Beds Sitrep Data Jan 2025.csv,3
2025-02-01,George Eliot Hospital NHS Trust,Critical Care Adult,8,7,Beds Sitrep Data Feb 2025.csv,4
2025-03-01,George Eliot Hospital NHS Trust,Critical Care Adult,8,6,Beds Situation Report March 2025.csv,3
2024-12-01,George Eliot Hospital NHS Trust,G&A Adult,407,400,Dec 2024 Beds Sitrep Data.csv,80
2025-01-01,George Eliot Hospital NHS Trust,G&A Adult,410,406,Beds Sitrep Data Jan 2025.csv,82
2025-02-01,George Eliot Hospital NHS Trust,G&A Adult,411,405,Beds Sitrep Data Feb 2025.csv,81
2025-03-01,George Eliot Hospital NHS Trust,G&A Adult,404,397,Beds Situation Report March 2025.csv,80
2024-12-01,George Eliot Hospital NHS Trust,G&A Paediatric,0,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,George Eliot Hospital NHS Trust,G&A Paediatric,0,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,George Eliot Hospital NHS Trust,G&A Paediatric,0,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,George Eliot Hospital NHS Trust,G&A Paediatric,0,0,Beds Situation Report March 2025.csv,0
2024-12-01,Gloucestershire Hospitals NHS Foundation Trust,Critical Care Adult,25,17,Dec 2024 Beds Sitrep Data.csv,9
2025-01-01,Gloucestershire Hospitals NHS Foundation Trust,Critical Care Adult,25,20,Beds Sitrep Data Jan 2025.csv,10
2025-02-01,Gloucestershire Hospitals NHS Foundation Trust,Critical Care Adult,25,18,Beds Sitrep Data Feb 2025.csv,9
2025-03-01,Gloucestershire Hospitals NHS Foundation Trust,Critical Care Adult,25,18,Beds Situation Report March 2025.csv,9
2024-12-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Adult,799,738,Dec 2024 Beds Sitrep Data.csv,148
2025-01-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Adult,796,743,Beds Sitrep Data Jan 2025.csv,149
2025-02-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Adult,801,745,Beds Sitrep Data Feb 2025.csv,149
2025-03-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Adult,797,743,Beds Situation Report March 2025.csv,149
2024-12-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Paediatric,60,35,Dec 2024 Beds Sitrep Data.csv,9
2025-01-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Paediatric,60,26,Beds Sitrep Data Jan 2025.csv,7
2025-02-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Paediatric,60,31,Beds Sitrep Data Feb 2025.csv,8
2025-03-01,Gloucestershire Hospitals NHS Foundation Trust,G&A Paediatric,60,30,Beds Situation Report March 2025.csv,8
2024-12-01,Great Ormond Street Hospital for Children NHS Foundation Trust,Critical Care Adult,0,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,Great Ormond Street Hospital for Children NHS Foundation Trust,Critical Care Adult,0,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,Great Ormond Street Hospital for Children NHS Foundation Trust,Critical Care Adult,0,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,Great Ormond Street Hospital for Children NHS Foundation Trust,Critical Care Adult,0,0,Beds Situation Report March 2025.csv,0
2024-12-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Adult,0,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Adult,0,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Adult,0,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Adult,0,0,Beds Situation Report March 2025.csv,0
2024-12-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Paediatric,246,189,Dec 2024 Beds Sitrep Data.csv,48
2025-01-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Paediatric,254,200,Beds Sitrep Data Jan 2025.csv,50
2025-02-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Paediatric,256,212,Beds Sitrep Data Feb 2025.csv,53
2025-03-01,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A Paediatric,259,214,Beds Situation Report March 2025.csv,54
2024-12-01,Great Western Hospitals NHS Foundation Trust,Critical Care Adult,12,9,Dec 2024 Beds Sitrep Data.csv,5
2025-01-01,Great Western Hospitals NHS Foundation Trust,Critical Care Adult,12,9,Beds Sitrep Data Jan 2025.csv,5
2025-02-01,Great Western Hospitals NHS Foundation Trust,Critical Care Adult,12,8,Beds Sitrep Data Feb 2025.csv,4
2025-03-01,Great Western Hospitals NHS Foundation Trust,Critical Care Adult,12,8,Beds Situation Report March 2025.csv,4
2024-12-01,Great Western Hospitals NHS Foundation Trust,G&A Adult,545,529,Dec 2024 Beds Sitrep Data.csv,106
2025-01-01,Great Western Hospitals NHS Foundation Trust,G&A Adult,555,540,Beds Sitrep Data Jan 2025.csv,108
2025-02-01,Great Western Hospitals NHS Foundation Trust,G&A Adult,557,540,Beds Sitrep Data Feb 2025.csv,108
2025-03-01,Great Western Hospitals NHS Foundation Trust,G&A Adult,570,538,Beds Situation Report March 2025.csv,108
2024-12-01,Great Western Hospitals NHS Foundation Trust,G&A Paediatric,36,30,Dec 2024 Beds Sitrep Data.csv,8
2025-01-01,Great Western Hospitals NHS Foundation Trust,G&A Paediatric,34,26,Beds Sitrep Data Jan 2025.csv,7
2025-02-01,Great Western Hospitals NHS Foundation Trust,G&A Paediatric,34,26,Beds Sitrep Data Feb 2025.csv,7
2025-03-01,Great Western Hospitals NHS Foundation Trust,G&A Paediatric,34,26,Beds Situation Report March 2025.csv,7
2024-12-01,Guy's and St Thomas' NHS Foundation Trust,Critical Care Adult,173,164,Dec 2024 Beds Sitrep Data.csv,82
2025-01-01,Guy's and St Thomas' NHS Foundation Trust,Critical Care Adult,173,166,Beds Sitrep Data Jan 2025.csv,83
2025-02-01,Guy's and St Thomas' NHS Foundation Trust,Critical Care Adult,173,168,Beds Sitrep Data Feb 2025.csv,84
2025-03-01,Guy's and St Thomas' NHS Foundation Trust,Critical Care Adult,173,169,Beds Situation Report March 2025.csv,85
2024-12-01,Guy's and St Thomas' NHS Foundation Trust,G&A Adult,1088,991,Dec 2024 Beds Sitrep Data.csv,199
2025-01-01,Guy's and St Thomas' NHS Foundation Trust,G&A Adult,1108,1022,Beds Sitrep Data Jan 2025.csv,205
2025-02-01,Guy's and St Thomas' NHS Foundation Trust,G&A Adult,1123,1045,Beds Sitrep Data Feb 2025.csv,209
2025-03-01,Guy's and St Thomas' NHS Foundation Trust,G&A Adult,1120,1010,Beds Situation Report March 2025.csv,202
2024-12-01,Guy's and St Thomas' NHS Foundation Trust,G&A Paediatric,120,75,Dec 2024 Beds Sitrep Data.csv,19
2025-01-01,Guy's and St Thomas' NHS Foundation Trust,G&A Paediatric,120,78,Beds Sitrep Data Jan 2025.csv,20
2025-02-01,Guy's and St Thomas' NHS Foundation Trust,G&A Paediatric,120,86,Beds Sitrep Data Feb 2025.csv,22
2025-03-01,Guy's and St Thomas' NHS Foundation Trust,G&A Paediatric,120,83,Beds Situation Report March 2025.csv,21
2024-10-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,27,17,October 2024 Beds Sitrep Data.csv,9
2024-11-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,27,19,Beds Sitrep Data Nov 2024.csv,10
2024-10-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Adult,797,740,October 2024 Beds Sitrep Data.csv,148
2024-11-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Adult,793,753,Beds Sitrep Data Nov 2024.csv,151
2024-10-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,50,26,October 2024 Beds Sitrep Data.csv,7
2024-11-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,50,29,Beds Sitrep Data Nov 2024.csv,8
2024-10-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Critical Care Adult,11,5,October 2024 Beds Sitrep Data.csv,3
2024-11-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Critical Care Adult,11,6,Beds Sitrep Data Nov 2024.csv,3
2024-10-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,G&A Adult,300,265,October 2024 Beds Sitrep Data.csv,53
2024-11-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,G&A Adult,323,268,Beds Sitrep Data Nov 2024.csv,54
2024-10-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,G&A Paediatric,19,9,October 2024 Beds Sitrep Data.csv,3
2024-11-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,G&A Paediatric,22,11,Beds Sitrep Data Nov 2024.csv,3
2024-10-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,Critical Care Adult,12,8,October 2024 Beds Sitrep Data.csv,4
2024-11-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,Critical Care Adult,12,10,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,G&A Adult,257,247,October 2024 Beds Sitrep Data.csv,50
2024-11-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,G&A Adult,258,248,Beds Sitrep Data Nov 2024.csv,50
2024-10-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,G&A Paediatric,18,12,October 2024 Beds Sitrep Data.csv,3
2024-11-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,G&A Paediatric,18,13,Beds Sitrep Data Nov 2024.csv,4
2024-10-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Critical Care Adult,44,33,October 2024 Beds Sitrep Data.csv,17
2024-11-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Critical Care Adult,44,34,Beds Sitrep Data Nov 2024.csv,17
2024-10-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,G&A Adult,1096,1022,October 2024 Beds Sitrep Data.csv,205
2024-11-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,G&A Adult,1099,1029,Beds Sitrep Data Nov 2024.csv,206
2024-10-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,G&A Paediatric,51,35,October 2024 Beds Sitrep Data.csv,9
2024-11-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,G&A Paediatric,51,40,Beds Sitrep Data Nov 2024.csv,10
2024-12-01,Hampshire Hospitals NHS Foundation Trust,Critical Care Adult,27,16,Dec 2024 Beds Sitrep Data.csv,8
2025-01-01,Hampshire Hospitals NHS Foundation Trust,Critical Care Adult,27,21,Beds Sitrep Data Jan 2025.csv,11
2025-02-01,Hampshire Hospitals NHS Foundation Trust,Critical Care Adult,27,22,Beds Sitrep Data Feb 2025.csv,11
2025-03-01,Hampshire Hospitals NHS Foundation Trust,Critical Care Adult,27,17,Beds Situation Report March 2025.csv,9
2024-12-01,Hampshire Hospitals NHS Foundation Trust,G&A Adult,803,745,Dec 2024 Beds Sitrep Data.csv,149
2025-01-01,Hampshire Hospitals NHS Foundation Trust,G&A Adult,816,776,Beds Sitrep Data Jan 2025.csv,156
2025-02-01,Hampshire Hospitals NHS Foundation Trust,G&A Adult,817,788,Beds Sitrep Data Feb 2025.csv,158
2025-03-01,Hampshire Hospitals NHS Foundation Trust,G&A Adult,821,778,Beds Situation Report March 2025.csv,156
2024-12-01,Hampshire Hospitals NHS Foundation Trust,G&A Paediatric,50,26,Dec 2024 Beds Sitrep Data.csv,7
2025-01-01,Hampshire Hospitals NHS Foundation Trust,G&A Paediatric,50,24,Beds Sitrep Data Jan 2025.csv,6
2025-02-01,Hampshire Hospitals NHS Foundation Trust,G&A Paediatric,50,26,Beds Sitrep Data Feb 2025.csv,7
2025-03-01,Hampshire Hospitals NHS Foundation Trust,G&A Paediatric,50,23,Beds Situation Report March 2025.csv,6
2024-12-01,Harrogate and District NHS Foundation Trust,Critical Care Adult,11,7,Dec 2024 Beds Sitrep Data.csv,4
2025-01-01,Harrogate and District NHS Foundation Trust,Critical Care Adult,11,6,Beds Sitrep Data Jan 2025.csv,3
2025-02-01,Harrogate and District NHS Foundation Trust,Critical Care Adult,11,4,Beds Sitrep Data Feb 2025.csv,2
2025-03-01,Harrogate and District NHS Foundation Trust,Critical Care Adult,11,5,Beds Situation Report March 2025.csv,3
2024-12-01,Harrogate and District NHS Foundation Trust,G&A Adult,319,266,Dec 2024 Beds Sitrep Data.csv,54
2025-01-01,Harrogate and District NHS Foundation Trust,G&A Adult,331,297,Beds Sitrep Data Jan 2025.csv,60
2025-02-01,Harrogate and District NHS Foundation Trust,G&A Adult,305,273,Beds Sitrep Data Feb 2025.csv,55
2025-03-01,Harrogate and District NHS Foundation Trust,G&A Adult,289,258,Beds Situation Report March 2025.csv,52
2024-12-01,Harrogate and District NHS Foundation Trust,G&A Paediatric,23,9,Dec 2024 Beds Sitrep Data.csv,3
2025-01-01,Harrogate and District NHS Foundation Trust,G&A Paediatric,23,7,Beds Sitrep Data Jan 2025.csv,2
2025-02-01,Harrogate and District NHS Foundation Trust,G&A Paediatric,22,9,Beds Sitrep Data Feb 2025.csv,3
2025-03-01,Harrogate and District NHS Foundation Trust,G&A Paediatric,22,9,Beds Situation Report March 2025.csv,3
2024-12-01,Homerton Healthcare NHS Foundation Trust,Critical Care Adult,12,11,Dec 2024 Beds Sitrep Data.csv,6
2025-01-01,Homerton Healthcare NHS Foundation Trust,Critical Care Adult,12,12,Beds Sitrep Data Jan 2025.csv,6
2025-02-01,Homerton Healthcare NHS Foundation Trust,Critical Care Adult,10,10,Beds Sitrep Data Feb 2025.csv,5
2025-03-01,Homerton Healthcare NHS Foundation Trust,Critical Care Adult,12,11,Beds Situation Report March 2025.csv,6
2024-12-01,Homerton Healthcare NHS Foundation Trust,G&A Adult,259,246,Dec 2024 Beds Sitrep Data.csv,50
2025-01-01,Homerton Healthcare NHS Foundation Trust,G&A Adult,261,250,Beds Sitrep Data Jan 2025.csv,50
2025-02-01,Homerton Healthcare NHS Foundation Trust,G&A Adult,270,262,Beds Sitrep Data Feb 2025.csv,53
2025-03-01,Homerton Healthcare NHS Foundation Trust,G&A Adult,253,235,Beds Situation Report March 2025.csv,47
2024-12-01,Homerton Healthcare NHS Foundation Trust,G&A Paediatric,18,13,Dec 2024 Beds Sitrep Data.csv,4
2025-01-01,Homerton Healthcare NHS Foundation Trust,G&A Paediatric,18,12,Beds Sitrep Data Jan 2025.csv,3
2025-02-01,Homerton Healthcare NHS Foundation Trust,G&A Paediatric,18,11,Beds Sitrep Data Feb 2025.csv,3
2025-03-01,Homerton Healthcare NHS Foundation Trust,G&A Paediatric,18,9,Beds Situation Report March 2025.csv,3
2024-12-01,Hull University Teaching Hospitals NHS Trust,Critical Care Adult,44,36,Dec 2024 Beds Sitrep Data.csv,18
2025-01-01,Hull University Teaching Hospitals NHS Trust,Critical Care Adult,44,38,Beds Sitrep Data Jan 2025.csv,19
2025-02-01,Hull University Teaching Hospitals NHS Trust,Critical Care Adult,44,33,Beds Sitrep Data Feb 2025.csv,17
2025-03-01,Hull University Teaching Hospitals NHS Trust,Critical Care Adult,44,36,Beds Situation Report March 2025.csv,18
2024-12-01,Hull University Teaching Hospitals NHS Trust,G&A Adult,1076,997,Dec 2024 Beds Sitrep Data.csv,200
2025-01-01,Hull University Teaching Hospitals NHS Trust,G&A Adult,1103,1053,Beds Sitrep Data Jan 2025.csv,211
2025-02-01,Hull University Teaching Hospitals NHS Trust,G&A Adult,1115,1046,Beds Sitrep Data Feb 2025.csv,210
2025-03-01,Hull University Teaching Hospitals NHS Trust,G&A Adult,1113,1032,Beds Situation Report March 2025.csv,207
2024-12-01,Hull University Teaching Hospitals NHS Trust,G&A Paediatric,51,36,Dec 2024 Beds Sitrep Data.csv,9
2025-01-01,Hull University Teaching Hospitals NHS Trust,G&A Paediatric,47,32,Beds Sitrep Data Jan 2025.csv,8
2025-02-01,Hull University Teaching Hospitals NHS Trust,G&A Paediatric,46,33,Beds Sitrep Data Feb 2025.csv,9
2025-03-01,Hull University Teaching Hospitals NHS Trust,G&A Paediatric,47,33,Beds Situation Report March 2025.csv,9
2024-10-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Critical Care Adult,94,87,October 2024 Beds Sitrep Data.csv,44
2024-11-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Critical Care Adult,94,87,Beds Sitrep Data Nov 2024.csv,44
2024-10-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,G&A Adult,1001,945,October 2024 Beds Sitrep Data.csv,189
2024-11-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,G&A Adult,1000,945,Beds Sitrep Data Nov 2024.csv,189
2024-10-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,G&A Paediatric,34,33,October 2024 Beds Sitrep Data.csv,9
2024-11-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,G&A Paediatric,35,34,Beds Sitrep Data Nov 2024.csv,9
2024-10-01,ISLE OF WIGHT NHS TRUST,Critical Care Adult,6,5,October 2024 Beds Sitrep Data.csv,3
2024-11-01,ISLE OF WIGHT NHS TRUST,Critical Care Adult,6,5,Beds Sitrep Data Nov 2024.csv,3
2024-10-01,ISLE OF WIGHT NHS TRUST,G&A Adult,279,279,October 2024 Beds Sitrep Data.csv,56
2024-11-01,ISLE OF WIGHT NHS TRUST,G&A Adult,280,280,Beds Sitrep Data Nov 2024.csv,56
2024-10-01,ISLE OF WIGHT NHS TRUST,G&A Paediatric,10,5,October 2024 Beds Sitrep Data.csv,2
2024-11-01,ISLE OF WIGHT NHS TRUST,G&A Paediatric,10,7,Beds Sitrep Data Nov 2024.csv,2
2024-12-01,Imperial College Healthcare NHS Trust,Critical Care Adult,94,88,Dec 2024 Beds Sitrep Data.csv,44
2025-01-01,Imperial College Healthcare NHS Trust,Critical Care Adult,94,85,Beds Sitrep Data Jan 2025.csv,43
2025-02-01,Imperial College Healthcare NHS Trust,Critical Care Adult,94,87,Beds Sitrep Data Feb 2025.csv,44
2025-03-01,Imperial College Healthcare NHS Trust,Critical Care Adult,94,85,Beds Situation Report March 2025.csv,43
2024-12-01,Imperial College Healthcare NHS Trust,G&A Adult,1001,928,Dec 2024 Beds Sitrep Data.csv,186
2025-01-01,Imperial College Healthcare NHS Trust,G&A Adult,1004,962,Beds Sitrep Data Jan 2025.csv,193
2025-02-01,Imperial College Healthcare NHS Trust,G&A Adult,1012,966,Beds Sitrep Data Feb 2025.csv,194
2025-03-01,Imperial College Healthcare NHS Trust,G&A Adult,1008,963,Beds Situation Report March 2025.csv,193
2024-12-01,Imperial College Healthcare NHS Trust,G&A Paediatric,35,34,Dec 2024 Beds Sitrep Data.csv,9
2025-01-01,Imperial College Healthcare NHS Trust,G&A Paediatric,32,29,Beds Sitrep Data Jan 2025.csv,8
2025-02-01,Imperial College Healthcare NHS Trust,G&A Paediatric,33,30,Beds Sitrep Data Feb 2025.csv,8
2025-03-01,Imperial College Healthcare NHS Trust,G&A Paediatric,33,31,Beds Situation Report March 2025.csv,8
2024-12-01,Isle of Wight NHS Trust,Critical Care Adult,6,5,Dec 2024 Beds Sitrep Data.csv,3
2025-01-01,Isle of Wight NHS Trust,Critical Care Adult,6,6,Beds Sitrep Data Jan 2025.csv,3
2025-02-01,Isle of Wight NHS Trust,Critical Care Adult,6,5,Beds Sitrep Data Feb 2025.csv,3
2025-03-01,Isle of Wight NHS Trust,Critical Care Adult,6,5,Beds Situation Report March 2025.csv,3
2024-12-01,Isle of Wight NHS Trust,G&A Adult,280,280,Dec 2024 Beds Sitrep Data.csv,56
2025-01-01,Isle of Wight NHS Trust,G&A Adult,284,284,Beds Sitrep Data Jan 2025.csv,57
2025-02-01,Isle of Wight NHS Trust,G&A Adult,283,283,Beds Sitrep Data Feb 2025.csv,57
2025-03-01,Isle of Wight NHS Trust,G&A Adult,299,278,Beds Situation Report March 2025.csv,56
2024-12-01,Isle of Wight NHS Trust,G&A Paediatric,10,6,Dec 2024 Beds Sitrep Data.csv,2
2025-01-01,Isle of Wight NHS Trust,G&A Paediatric,10,5,Beds Sitrep Data Jan 2025.csv,2
